Accuracy,Percent Burnt
71,3.619
80,4.5267
64,2.7563
66,3.0792
63,5.0789
75,3.8147
70,3.3463
71,3.2995
62,4.0966
63,2.4396
63,3.1025
71,4.6077
62,2.8743
69,3.1498
62,3.5613
60,2.9441
80,2.5007
66,2.4252
61,2.6566
