ExperimentWINDONLY
(0.11112604595720768, 0.10871966671198606, 0.008766483329236508)
(0.13568213395774364, 0.13409894408658146, 0.004908683262765407)
(0.1045654358714819, 0.12806447003036736, 0.006096740216016769)
(0.11480504915118217, 0.11773576165549457, 0.01908548300154507)
(0.09289156503975392, 0.09738269044551999, 0.008027650298317894)
(0.1001181162148714, 0.09770932231098413, 0.014806200284510851)
(0.1147317903675139, 0.1177325651794672, 0.011256071515381336)
(0.09924240104854107, 0.09461311977356672, 0.010018269624561071)
(0.13645521853119136, 0.14767002215608954, 0.01043423729017377)
(0.1137277376651764, 0.10483426051214337, 0.014994570836424827)
(0.12474039182066918, 0.12659561667591335, 0.015285584572702647)
(0.12466645643115043, 0.14083159334957598, 0.016958740521222353)
