ExperimentUNCERTAIN+WIND
(0.13571997076272965, 0.1522158980369568, 0.060626418590545655, 0.11098437040578574)
(0.15348817326128483, 0.15141692209988833, 0.05969942629337311, 0.06609556399285793)
(0.1423090247809887, 0.1454226268827915, 0.06119525671005249, 0.06124886879697442)
(0.12924131795763968, 0.1347763019800186, 0.0650135636329651, 0.052591534107923506)
(0.13762737188488244, 0.14111158400774002, 0.05963086724281311, 0.11671900693327189)
(0.15367154117673634, 0.1417890228331089, 0.070675088763237, 0.074669738560915)
(0.1398337113671005, 0.13273059457540512, 0.054827643036842344, 0.08385273478925229)
(0.16326450236141682, 0.16281893864274025, 0.06045745372772217, 0.0666374233365059)
(0.1304754988849163, 0.14351434397976845, 0.059046652913093564, 0.08372211940586567)
(0.17205696718767285, 0.14884305283427238, 0.06600708425045014, 0.10531962351873517)
(0.1397599110007286, 0.13608275018632413, 0.057030017971992496, 0.09148853191174566)
(0.1399059058353305, 0.14289637699723243, 0.06874433100223541, 0.08427335292100907)
