ExperimentSTOCHASTIC
(0.11438587725162506, 0.1260168151371181, 0.007072377800941467, 0.0)
(0.08967242885380983, 0.09450741402804852, 0.01867195725440979, 0.0)
(0.09724421098828316, 0.10517522137612105, 0.018456762433052065, 0.0)
(0.09118940770626068, 0.09985215663909912, 0.015702255368232727, 0.0)
(0.5027870517969132, 0.44839792132377626, 0.0042309600114822385, 0.0)
(0.10426928848028183, 0.10902653919532895, 0.017322279810905457, 0.0)
(0.11083262555301189, 0.11890275713056325, 0.011857390403747559, 0.0)
(0.1369482783973217, 0.13455614915117622, 0.013515082001686097, 0.0)
(0.11339041411876678, 0.12333059564232826, 0.03122910499572754, 0.0)
(0.1316582168638706, 0.1266414313018322, 0.02730962574481964, 0.0)
(0.13836917161941528, 0.15919129930436612, 0.027982573509216308, 0.0)
(0.3167327604442835, 0.22553324868902563, 0.0470629346370697, 0.0)
(0.2221795916557312, 0.27270523354411125, 0.027757855653762816, 0.0)
(0.48638873904943464, 0.4585888981819153, 0.008294897079467773, 0.0)
