Accuracy,Percent Burnt
100,0.0
100,0.0
100,0.0068
100,0.0
100,0.0113
100,0.0
100,0.0
99,0.0023
99,0.0
99,0.0
100,0.0
100,0.0
100,0.0
100,0.0
100,0.0
100,0.0
100,0.0
98,0.0
100,0.0
100,0.0
100,0.0
