Accuracy,Percent Burnt
97,0.0
100,0.0
100,0.0
99,0.0
96,0.0
98,0.0
100,0.0
100,0.0023
99,0.0
100,0.0068
95,0.0024
100,0.0113
97,0.0
100,0.0
96,0.0047
98,0.0
