Accuracy,Percent Burnt
93,1.9189
94,2.007
80,2.4291
100,2.4807
97,2.8076
93,2.331
98,2.3
95,2.0074
90,2.1869
99,2.2195
94,2.0842
89,1.6255
92,2.1838
98,2.5568
95,2.4227
93,1.8409
95,2.0909
96,1.9511
94,2.0022
94,2.2531
94,2.0288
98,1.8094

