Accuracy,Percent Burnt
95,0.2172
93,0.3389
96,0.2409
94,0.2798
95,0.327
91,0.4112
98,0.3517
97,0.3951
90,0.3779
97,0.2665
93,0.3779
96,0.2457
94,0.3329
93,0.3584
99,0.3436
93,0.4438
96,0.3992
98,0.3448
93,0.2487
93,0.7022
