Accuracy,Percent Burnt
99,0.0334
94,0.0486
94,0.0377
97,0.041
98,0.0398
96,0.0546
100,0.0202
94,0.0363
97,0.0327
97,0.033
97,0.0396
99,0.038
97,0.0496
99,0.0413
98,0.0343
98,0.04
95,0.0354
100,0.0454
98,0.0436
99,0.0407
