Accuracy,Percent Burnt
100,0.1723
97,0.1153
99,0.1697
96,0.131
88,0.1228
96,0.1554
92,0.1665
89,0.1745
84,0.1776
97,0.1557
96,0.1534
91,0.1636
95,0.1768
99,0.1631
88,0.1463
83,0.1914
91,0.1468
91,0.1539
98,0.1555
98,0.1728
