Accuracy,Percent Burnt
83,0.667
84,0.8584
83,0.6116
91,0.6742
80,0.6255
85,0.8581
83,0.6307
82,0.7207
89,0.5704
87,0.7302
86,0.7444
79,0.7389
84,0.565
90,0.9773
91,0.8381
84,0.596
83,0.7201
83,0.6042
91,0.7938
90,0.6901
